ICD10;AirP;AQHI;SH;CO;SC;O3;SO;PM2.5;SP;AQHIX;SI;NO2;SN;O3H8;S8;SO2;SS;LAG
K00-K99;Age 60+ Female;0.002347;0.004089;0.024677;0.049633;-0.000086;0.000664;0.000200;0.000672;0.001884;0.003691;0.000343;0.000651;0.000113;0.000423;-0.002811;0.003251;8
K00-K99;Age 60+ Male;0.004179;0.004749;0.033109;0.052516;0.000422;0.000697;0.000209;0.000710;0.002482;0.003892;0.000346;0.000687;0.000245;0.000445;-0.002394;0.003451;8
K00-K99;All: LAG 9;-0.005973;0.002073;-0.016824;0.032201;-0.000099;0.000432;-0.000694;0.000445;-0.003531;0.002445;-0.000577;0.000428;-0.000253;0.000280;-0.003170;0.002094;9
K00-K99;Female;-0.006586;0.002590;-0.013871;0.036288;-0.000316;0.000487;-0.000803;0.000502;-0.004348;0.002756;-0.000494;0.000482;-0.000543;0.000315;-0.004410;0.002362;9
K00-K99;Male;-0.005310;0.002301;-0.019914;0.035684;0.000134;0.000478;-0.000576;0.000492;-0.002649;0.002708;-0.000666;0.000473;0.000060;0.000311;-0.001830;0.002318;9
K00-K99;Warm All;0.000201;0.002486;0.036107;0.036892;-0.000284;0.000360;-0.000116;0.000426;0.000300;0.002079;0.000394;0.000451;-0.000146;0.000203;-0.001161;0.002265;9
K00-K99;Warm Female;-0.001006;0.002986;-0.011868;0.042436;-0.000294;0.000414;-0.000315;0.000491;-0.001744;0.002392;0.000222;0.000519;-0.000426;0.000234;-0.004305;0.002609;9
K00-K99;Warm Male;0.001510;0.002890;0.087936;0.042318;-0.000272;0.000411;0.000097;0.000486;0.002517;0.002378;0.000582;0.000515;0.000157;0.000233;0.002216;0.002587;9
K00-K99;Cold All;-0.012625;0.003494;-0.039319;0.029999;0.000131;0.000529;-0.001134;0.000459;-0.007600;0.002865;-0.001030;0.000418;-0.000547;0.000450;-0.004245;0.002005;9
K00-K99;Cold Female;-0.012791;0.004467;-0.014581;0.033321;-0.000388;0.000588;-0.001168;0.000511;-0.007040;0.003184;-0.000836;0.000465;-0.000845;0.000500;-0.004435;0.002228;9
K00-K99;Cold Male;-0.012401;0.003748;-0.065659;0.032426;0.000685;0.000572;-0.001095;0.000496;-0.008173;0.003097;-0.001234;0.000452;-0.000226;0.000486;-0.004009;0.002168;9
K00-K99;Age 0-10 All;-0.004976;0.004122;-0.051307;0.062923;0.002102;0.000891;-0.000391;0.000904;-0.006299;0.005000;-0.001745;0.000848;0.000468;0.000592;0.001957;0.004073;9
K00-K99;Age 0-10 Female;-0.007787;0.005728;-0.075702;0.090865;0.001896;0.001302;-0.000509;0.001323;-0.008065;0.007285;-0.001977;0.001231;0.000318;0.000868;0.000351;0.005940;9
K00-K99;Age 0-10 Male;-0.002907;0.005025;-0.032977;0.082256;0.002263;0.001156;-0.000321;0.001170;-0.004944;0.006499;-0.001567;0.001107;0.000584;0.000765;0.003135;0.005284;9
K00-K99;Age 11-60 All;-0.006489;0.002227;-0.039260;0.034323;0.000123;0.000460;-0.000882;0.000474;-0.004185;0.002605;-0.000700;0.000455;-0.000283;0.000298;-0.003048;0.002233;9
K00-K99;Age 11-60 Female;-0.007441;0.002974;-0.047321;0.040656;0.000156;0.000543;-0.001106;0.000561;-0.005640;0.003079;-0.000768;0.000539;-0.000569;0.000352;-0.004142;0.002641;9
K00-K99;Age 11-60 Male;-0.005468;0.002497;-0.030551;0.039820;0.000085;0.000535;-0.000643;0.000551;-0.002623;0.003028;-0.000627;0.000528;0.000025;0.000347;-0.001871;0.002596;9
K00-K99;Age 60+All;-0.005263;0.003451;0.028554;0.043106;-0.000891;0.000572;-0.000441;0.000588;-0.001855;0.003240;-0.000115;0.000571;-0.000331;0.000369;-0.004456;0.002800;9
K00-K99;Age 60+ Female;-0.004886;0.004113;0.051795;0.049569;-0.001420;0.000661;-0.000351;0.000679;-0.001603;0.003736;0.000221;0.000658;-0.000620;0.000426;-0.005610;0.003226;9
K00-K99;Age 60+ Male;-0.005691;0.004755;0.001016;0.052571;-0.000281;0.000693;-0.000544;0.000714;-0.002138;0.003935;-0.000505;0.000693;0.000005;0.000448;-0.003093;0.003404;9
K00-K99;All: LAG 10;-0.002560;0.002078;-0.026717;0.032298;0.000019;0.000432;-0.000176;0.000447;-0.001969;0.002461;-0.000344;0.000428;-0.000110;0.000281;-0.001969;0.002089;10
K00-K99;Female;-0.003591;0.002600;-0.021857;0.036388;-0.000156;0.000487;-0.000389;0.000505;-0.001537;0.002773;-0.000301;0.000483;-0.000049;0.000316;-0.002908;0.002356;10
K00-K99;Male;-0.001442;0.002305;-0.031823;0.035805;0.000208;0.000478;0.000054;0.000495;-0.002430;0.002727;-0.000390;0.000474;-0.000174;0.000312;-0.000956;0.002313;10
K00-K99;Warm All;0.001891;0.002490;-0.008372;0.037905;-0.000251;0.000359;0.000384;0.000429;0.001447;0.002101;0.000483;0.000453;0.000012;0.000205;-0.002359;0.002266;10
K00-K99;Warm Female;0.000134;0.002994;-0.024110;0.043563;-0.000474;0.000413;0.000062;0.000495;0.001557;0.002417;0.000459;0.000522;0.000043;0.000235;-0.002890;0.002611;10
K00-K99;Warm Male;0.003796;0.002902;0.008671;0.043491;-0.000011;0.000411;0.000732;0.000490;0.001336;0.002404;0.000511;0.000518;-0.000022;0.000234;-0.001784;0.002590;10
K00-K99;Cold All;-0.007248;0.003486;-0.028460;0.029795;0.000144;0.000530;-0.000557;0.000462;-0.005340;0.002875;-0.000653;0.000418;-0.000552;0.000448;-0.001832;0.001996;10
K00-K99;Cold Female;-0.007746;0.004465;-0.014481;0.033103;-0.000016;0.000590;-0.000678;0.000513;-0.004698;0.003193;-0.000596;0.000464;-0.000417;0.000497;-0.002894;0.002217;10
K00-K99;Cold Male;-0.006700;0.003741;-0.043294;0.032249;0.000314;0.000573;-0.000425;0.000499;-0.006024;0.003112;-0.000714;0.000452;-0.000696;0.000484;-0.000687;0.002160;10
K00-K99;Age 0-10 All;0.004900;0.004141;0.054582;0.062991;0.002018;0.000899;0.000438;0.000903;0.001807;0.005020;-0.000544;0.000849;0.001155;0.000595;-0.003364;0.004052;10
K00-K99;Age 0-10 Female;-0.015115;0.005750;-0.129068;0.091810;0.002276;0.001305;-0.002223;0.001320;-0.009989;0.007315;-0.002498;0.001232;0.000459;0.000870;-0.006706;0.005910;10
K00-K99;Age 0-10 Male;0.020093;0.005059;0.194609;0.081814;0.001827;0.001174;0.002459;0.001170;0.010753;0.006523;0.000959;0.001107;0.001681;0.000773;-0.000847;0.005265;10
K00-K99;Age 11-60 All;-0.003384;0.002231;-0.055843;0.034478;0.000207;0.000460;-0.000440;0.000477;-0.002743;0.002622;-0.000459;0.000456;-0.000176;0.000299;-0.002241;0.002228;10
K00-K99;Age 11-60 Female;-0.003067;0.002987;-0.042904;0.040779;0.000076;0.000543;-0.000478;0.000565;-0.001873;0.003099;-0.000310;0.000540;-0.000123;0.000353;-0.002376;0.002635;10
K00-K99;Age 11-60 Male;-0.003713;0.002501;-0.069385;0.040053;0.000349;0.000534;-0.000399;0.000554;-0.003669;0.003049;-0.000617;0.000529;-0.000232;0.000348;-0.002094;0.002589;10
K00-K99;Age 60+All;-0.002511;0.003473;0.005029;0.043117;-0.000690;0.000571;0.000161;0.000593;-0.001314;0.003262;-0.000081;0.000572;-0.000230;0.000370;-0.001000;0.002795;10
K00-K99;Age 60+ Female;-0.002359;0.004134;0.031848;0.049605;-0.000920;0.000660;0.000085;0.000684;0.000503;0.003762;0.000126;0.000659;-0.000003;0.000427;-0.002888;0.003221;10
K00-K99;Age 60+ Male;-0.002677;0.004783;-0.026506;0.052625;-0.000428;0.000693;0.000252;0.000722;-0.003410;0.003966;-0.000316;0.000695;-0.000493;0.000449;0.001227;0.003401;10
K00-K99;All: LAG 11;0.001144;0.002076;-0.003861;0.032424;0.000511;0.000431;0.000087;0.000450;0.000757;0.002477;-0.000168;0.000432;0.000361;0.000281;-0.000789;0.002102;11
K00-K99;Female;-0.000651;0.002597;0.001710;0.036525;0.000427;0.000485;-0.000228;0.000507;0.000256;0.002789;-0.000257;0.000488;0.000335;0.000316;-0.002030;0.002369;11
K00-K99;Male;0.003084;0.002305;-0.009860;0.035907;0.000602;0.000477;0.000426;0.000498;0.001300;0.002745;-0.000073;0.000479;0.000390;0.000312;0.000546;0.002328;11
K00-K99;Warm All;0.002100;0.002483;-0.029832;0.038324;0.000295;0.000355;-0.000149;0.000427;0.003920;0.002099;0.000339;0.000453;0.000529;0.000204;0.000083;0.002254;11
K00-K99;Warm Female;-0.002011;0.002994;-0.061974;0.044113;-0.000039;0.000408;-0.000698;0.000492;0.001947;0.002417;-0.000037;0.000522;0.000368;0.000235;-0.001753;0.002600;11
K00-K99;Warm Male;0.006536;0.002889;0.004593;0.043767;0.000656;0.000406;0.000442;0.000488;0.006049;0.002400;0.000742;0.000518;0.000704;0.000234;0.002036;0.002572;11
K00-K99;Cold All;0.000519;0.003487;0.011474;0.029800;0.000701;0.000534;0.000282;0.000468;-0.002584;0.002926;-0.000342;0.000425;-0.000197;0.000447;-0.001445;0.002020;11
K00-K99;Cold Female;0.001494;0.004459;0.034328;0.033039;0.000938;0.000593;0.000162;0.000519;-0.001262;0.003245;-0.000264;0.000472;0.000175;0.000496;-0.002427;0.002241;11
K00-K99;Cold Male;-0.000508;0.003750;-0.013026;0.032316;0.000452;0.000577;0.000412;0.000507;-0.003989;0.003171;-0.000425;0.000460;-0.000594;0.000485;-0.000376;0.002191;11
K00-K99;Age 0-10 All;0.010142;0.004143;0.093169;0.063382;0.001772;0.000896;0.001096;0.000908;0.005186;0.005047;0.000066;0.000853;0.001278;0.000597;-0.000334;0.004040;11
K00-K99;Age 0-10 Female;-0.012232;0.005752;-0.060648;0.092171;0.002622;0.001301;-0.001361;0.001319;-0.010263;0.007346;-0.002690;0.001237;0.000606;0.000871;-0.002822;0.005864;11
K00-K99;Age 0-10 Male;0.027581;0.005063;0.212469;0.082426;0.001125;0.001167;0.003041;0.001183;0.017113;0.006558;0.002214;0.001111;0.001796;0.000775;0.001703;0.005268;11
K00-K99;Age 11-60 All;0.000741;0.002229;-0.034258;0.034626;0.000526;0.000459;0.000057;0.000480;0.000311;0.002641;-0.000231;0.000461;0.000319;0.000299;0.000372;0.002241;11
K00-K99;Age 11-60 Female;-0.000534;0.002984;-0.024847;0.040930;0.000397;0.000542;-0.000189;0.000568;0.000690;0.003121;-0.000239;0.000545;0.000420;0.000353;-0.000323;0.002651;11
K00-K99;Age 11-60 Male;0.002114;0.002501;-0.044239;0.040182;0.000664;0.000533;0.000319;0.000556;-0.000085;0.003068;-0.000221;0.000535;0.000211;0.000348;0.001110;0.002601;11
K00-K99;Age 60+All;0.000100;0.003469;0.026223;0.043195;0.000244;0.000569;-0.000057;0.000597;0.000658;0.003283;-0.000104;0.000578;0.000266;0.000369;-0.002775;0.002822;11
K00-K99;Age 60+ Female;0.001162;0.004124;0.056133;0.049757;0.000133;0.000657;-0.000081;0.000687;0.001347;0.003785;0.000158;0.000666;0.000165;0.000426;-0.004572;0.003250;11
K00-K99;Age 60+ Male;-0.001164;0.004787;-0.008777;0.052566;0.000370;0.000691;-0.000034;0.000727;-0.000139;0.003991;-0.000408;0.000702;0.000383;0.000449;-0.000692;0.003435;11
K00-K99;All: LAG 12;0.001204;0.002080;0.016405;0.032491;0.000092;0.000430;0.000423;0.000450;0.000207;0.002478;-0.000075;0.000434;0.000131;0.000280;-0.002168;0.002102;12
K00-K99;Female;-0.002113;0.002601;0.004977;0.036610;0.000100;0.000484;-0.000075;0.000508;-0.002116;0.002792;-0.000382;0.000489;-0.000106;0.000315;-0.004745;0.002368;12
K00-K99;Male;0.004769;0.002307;0.028620;0.035990;0.000084;0.000476;0.000957;0.000498;0.002701;0.002745;0.000252;0.000480;0.000385;0.000311;0.000603;0.002329;12
K00-K99;Warm All;0.002262;0.002502;-0.026411;0.038188;0.000059;0.000351;0.000403;0.000423;0.001557;0.002095;0.000277;0.000453;0.000140;0.000203;-0.000460;0.002263;12
K00-K99;Warm Female;-0.003610;0.003016;-0.083517;0.043979;-0.000286;0.000404;-0.000327;0.000487;-0.003051;0.002411;-0.000421;0.000521;-0.000323;0.000234;-0.003237;0.002610;12
K00-K99;Warm Male;0.008633;0.002907;0.035057;0.043681;0.000433;0.000402;0.001196;0.000485;0.006546;0.002398;0.001033;0.000518;0.000640;0.000233;0.002528;0.002587;12
K00-K99;Cold All;0.001598;0.003496;0.044580;0.029882;-0.000103;0.000534;0.000464;0.000471;0.000452;0.002936;0.000007;0.000428;0.000173;0.000445;-0.003286;0.002015;12
K00-K99;Cold Female;0.001821;0.004463;0.056198;0.033086;0.000296;0.000592;0.000177;0.000523;0.001401;0.003256;0.000006;0.000475;0.000591;0.000494;-0.005896;0.002231;12
K00-K99;Cold Male;0.001329;0.003750;0.031978;0.032458;-0.000531;0.000578;0.000766;0.000509;-0.000579;0.003181;0.000007;0.000464;-0.000279;0.000483;-0.000483;0.002188;12
K00-K99;Age 0-10 All;0.016333;0.004156;0.148950;0.063312;0.001170;0.000897;0.001757;0.000910;0.008770;0.005033;0.001055;0.000853;0.001026;0.000595;0.009247;0.004050;12
K00-K99;Age 0-10 Female;0.001305;0.005764;-0.036805;0.091878;0.002338;0.001304;0.000569;0.001322;-0.004651;0.007324;-0.001347;0.001236;0.000454;0.000870;0.004209;0.005870;12
K00-K99;Age 0-10 Male;0.028014;0.005079;0.294043;0.082520;0.000280;0.001168;0.002681;0.001187;0.019134;0.006548;0.002938;0.001114;0.001462;0.000771;0.013244;0.005289;12
K00-K99;Age 11-60 All;-0.000291;0.002233;-0.018848;0.034746;0.000159;0.000458;0.000194;0.000481;-0.000260;0.002644;-0.000249;0.000463;0.000200;0.000299;-0.002160;0.002243;12
K00-K99;Age 11-60 Female;-0.003132;0.002987;-0.023537;0.041103;0.000125;0.000541;-0.000209;0.000569;-0.002082;0.003126;-0.000497;0.000548;0.000025;0.000353;-0.004128;0.002650;12
K00-K99;Age 11-60 Male;0.002750;0.002504;-0.013819;0.040286;0.000196;0.000532;0.000621;0.000556;0.001693;0.003070;0.000016;0.000537;0.000388;0.000348;-0.000055;0.002606;12
K00-K99;Age 60+All;0.000766;0.003469;0.046779;0.043274;-0.000217;0.000567;0.000551;0.000597;-0.000707;0.003285;-0.000023;0.000580;-0.000142;0.000368;-0.004707;0.002819;12
K00-K99;Age 60+ Female;-0.000978;0.004125;0.058346;0.049765;-0.000283;0.000654;0.000046;0.000688;-0.001736;0.003786;-0.000018;0.000668;-0.000392;0.000424;-0.007370;0.003250;12
K00-K99;Age 60+ Male;0.002775;0.004789;0.032782;0.052768;-0.000139;0.000689;0.001138;0.000726;0.000478;0.003996;-0.000031;0.000705;0.000147;0.000447;-0.001634;0.003428;12
K00-K99;All: LAG 13;-0.003249;0.002084;-0.059127;0.032767;0.001060;0.000433;0.000007;0.000447;-0.003804;0.002465;-0.001187;0.000430;0.000340;0.000281;-0.003663;0.002077;13
K00-K99;Female;-0.006864;0.002605;-0.070245;0.036914;0.000993;0.000488;-0.000601;0.000503;-0.005322;0.002775;-0.001439;0.000484;0.000233;0.000316;-0.005951;0.002337;13
K00-K99;Male;0.000632;0.002315;-0.047257;0.036288;0.001132;0.000480;0.000658;0.000494;-0.002171;0.002733;-0.000918;0.000476;0.000455;0.000311;-0.001197;0.002304;13
K00-K99;Warm All;-0.000091;0.002518;-0.098327;0.037870;0.000848;0.000357;0.000293;0.000422;-0.002745;0.002088;-0.001023;0.000445;0.000042;0.000206;-0.003747;0.002243;13
K00-K99;Warm Female;-0.004852;0.003028;-0.124944;0.043618;0.000427;0.000411;-0.000580;0.000486;-0.004353;0.002405;-0.001261;0.000513;-0.000123;0.000237;-0.006771;0.002582;13
K00-K99;Warm Male;0.005031;0.002927;-0.069817;0.043338;0.001302;0.000408;0.001237;0.000482;-0.001016;0.002391;-0.000766;0.000510;0.000220;0.000235;-0.000471;0.002570;13
K00-K99;Cold All;-0.004764;0.003485;-0.032545;0.030342;0.001202;0.000531;-0.000240;0.000465;-0.002454;0.002903;-0.000927;0.000425;0.001397;0.000432;-0.003462;0.001991;13
K00-K99;Cold Female;-0.006688;0.004459;-0.035099;0.033639;0.001590;0.000590;-0.000629;0.000517;-0.003535;0.003220;-0.001133;0.000472;0.001462;0.000479;-0.005346;0.002204;13
K00-K99;Cold Male;-0.002713;0.003741;-0.029833;0.032914;0.000788;0.000576;0.000173;0.000504;-0.001297;0.003150;-0.000708;0.000461;0.001327;0.000470;-0.001440;0.002163;13
K00-K99;Age 0-10 All;0.012569;0.004157;0.047906;0.063544;0.001270;0.000900;0.000925;0.000908;0.008287;0.005036;0.000809;0.000851;0.001206;0.000598;0.007216;0.004040;13
K00-K99;Age 0-10 Female;0.010114;0.005772;-0.033208;0.092261;0.002361;0.001307;0.000789;0.001320;0.005556;0.007324;-0.000101;0.001235;0.001615;0.000872;0.002256;0.005848;13
K00-K99;Age 0-10 Male;0.014488;0.005078;0.110773;0.082797;0.000443;0.001172;0.001028;0.001181;0.010399;0.006557;0.001515;0.001110;0.000897;0.000778;0.011118;0.005280;13
K00-K99;Age 11-60 All;-0.003473;0.002240;-0.084991;0.034989;0.001130;0.000461;0.000002;0.000477;-0.004252;0.002630;-0.001260;0.000458;0.000314;0.000299;-0.004221;0.002216;13
K00-K99;Age 11-60 Female;-0.007028;0.002994;-0.088131;0.041388;0.000967;0.000545;-0.000596;0.000564;-0.005224;0.003108;-0.001447;0.000542;0.000273;0.000354;-0.006938;0.002618;13
K00-K99;Age 11-60 Male;0.000314;0.002513;-0.081676;0.040582;0.001302;0.000536;0.000637;0.000552;-0.003212;0.003055;-0.001061;0.000532;0.000357;0.000348;-0.001318;0.002574;13
K00-K99;Age 60+All;-0.005945;0.003477;-0.038913;0.043764;0.000906;0.000573;-0.000158;0.000592;-0.005442;0.003262;-0.001491;0.000574;0.000229;0.000368;-0.005097;0.002779;13
K00-K99;Age 60+ Female;-0.009272;0.004133;-0.047561;0.050357;0.000817;0.000660;-0.000828;0.000682;-0.007202;0.003758;-0.001654;0.000662;-0.000027;0.000424;-0.005809;0.003195;13
K00-K99;Age 60+ Male;-0.002104;0.004806;-0.029015;0.053266;0.001007;0.000696;0.000618;0.000719;-0.003410;0.003969;-0.001303;0.000698;0.000527;0.000448;-0.004281;0.003389;13
K00-K99;All: LAG 14;-0.008404;0.002085;-0.064968;0.032916;0.001040;0.000435;-0.000435;0.000444;-0.007140;0.002452;-0.001776;0.000426;0.000164;0.000283;-0.003643;0.002080;14
K00-K99;Female;-0.009177;0.002608;-0.078985;0.037107;0.001105;0.000490;-0.000571;0.000499;-0.007744;0.002760;-0.001873;0.000480;0.000116;0.000318;-0.004743;0.002340;14
K00-K99;Male;-0.007566;0.002313;-0.049940;0.036414;0.000969;0.000482;-0.000288;0.000492;-0.006488;0.002721;-0.001672;0.000472;0.000216;0.000314;-0.002457;0.002307;14
K00-K99;Warm All;-0.008935;0.002517;-0.108448;0.037574;0.000031;0.000362;-0.000642;0.000421;-0.005121;0.002085;-0.001777;0.000438;0.000038;0.000209;-0.003103;0.002237;14
K00-K99;Warm Female;-0.008931;0.003034;-0.162826;0.043223;-0.000007;0.000416;-0.000691;0.000484;-0.005170;0.002399;-0.001709;0.000504;-0.000010;0.000240;-0.004732;0.002574;14
K00-K99;Warm Male;-0.008952;0.002921;-0.049781;0.043011;0.000070;0.000414;-0.000591;0.000482;-0.005073;0.002388;-0.001850;0.000501;0.000089;0.000239;-0.001347;0.002563;14
K00-K99;Cold All;-0.006119;0.003487;-0.038758;0.030659;0.002317;0.000528;-0.000272;0.000461;-0.007867;0.002873;-0.001522;0.000423;0.000611;0.000427;-0.003923;0.001999;14
K00-K99;Cold Female;-0.007704;0.004466;-0.033191;0.034032;0.002462;0.000586;-0.000465;0.000511;-0.008997;0.003184;-0.001681;0.000469;0.000537;0.000473;-0.004770;0.002213;14
K00-K99;Cold Male;-0.004413;0.003736;-0.044680;0.033194;0.002164;0.000573;-0.000065;0.000500;-0.006655;0.003119;-0.001352;0.000459;0.000692;0.000464;-0.003013;0.002172;14
K00-K99;Age 0-10 All;0.004437;0.004151;0.008427;0.063602;0.000924;0.000904;0.000504;0.000909;0.002071;0.005039;-0.000060;0.000849;0.000640;0.000602;0.006853;0.004038;14
K00-K99;Age 0-10 Female;0.012384;0.005761;-0.004535;0.092281;0.002902;0.001312;0.001022;0.001326;0.005982;0.007334;-0.000162;0.001233;0.001834;0.000879;0.002543;0.005906;14
K00-K99;Age 0-10 Male;-0.001613;0.005072;0.018626;0.083017;-0.000606;0.001178;0.000110;0.001182;-0.000918;0.006557;0.000021;0.001108;-0.000263;0.000782;0.010120;0.005235;14
K00-K99;Age 11-60 All;-0.007314;0.002240;-0.066289;0.035151;0.001218;0.000464;-0.000292;0.000474;-0.006262;0.002617;-0.001775;0.000455;0.000384;0.000301;-0.003574;0.002222;14
K00-K99;Age 11-60 Female;-0.010152;0.002997;-0.090036;0.041583;0.001283;0.000547;-0.000581;0.000560;-0.008043;0.003088;-0.002131;0.000537;0.000326;0.000355;-0.004905;0.002618;14
K00-K99;Age 11-60 Male;-0.004266;0.002511;-0.041001;0.040762;0.001148;0.000539;0.000018;0.000550;-0.004345;0.003045;-0.001393;0.000529;0.000446;0.000351;-0.002129;0.002589;14
K00-K99;Age 60+All;-0.012664;0.003479;-0.078507;0.043994;0.000764;0.000576;-0.000844;0.000586;-0.010396;0.003242;-0.002138;0.000567;-0.000283;0.000371;-0.006020;0.002777;14
K00-K99;Age 60+ Female;-0.010995;0.004134;-0.074181;0.050689;0.000534;0.000665;-0.000797;0.000674;-0.009448;0.003737;-0.001749;0.000655;-0.000466;0.000428;-0.005699;0.003199;14
K00-K99;Age 60+ Male;-0.014650;0.004807;-0.083879;0.053417;0.001026;0.000698;-0.000903;0.000713;-0.011521;0.003940;-0.002591;0.000689;-0.000073;0.000452;-0.006388;0.003375;14
H60-H95;All: LAG 0;-0.02516357;0.005095824;-0.131805441;0.044453566;0.000113972;0.000602545;-0.001867092;0.000642466;-0.01866206;0.003471296;-0.003265505;0.000600514;-0.001031599;0.000399376;-0.007106887;0.003151879;0
H60-H95;Female;-0.02078169;0.006498082;-0.07371704;0.05658257;0.000128667;0.00076656;-0.001437312;0.000817361;-0.015211108;0.004427111;-0.002767459;0.000765825;-0.000726568;0.000508839;-0.007975895;0.004031698;0
H60-H95;Male;-0.02947787;0.006559918;-0.189080527;0.057214063;0.000101234;0.000775212;-0.002293878;0.000827318;-0.022065;0.004471136;-0.003756812;0.000773797;-0.001331063;0.000513378;-0.006264219;0.004036175;0
H60-H95;Warm All;-0.022885686;0.006438877;-0.13849856;0.07539603;-0.002229186;0.000739527;-0.002261717;0.000918689;-0.015061334;0.004391168;-0.002330244;0.000971257;-0.001537293;0.00042522;-0.010473163;0.005172293;0
H60-H95;Warm Female;-0.013265636;0.008469899;-0.02399017;0.0986262;-0.001950686;0.000970086;-0.000766104;0.001207516;-0.008549306;0.005770408;-0.000982316;0.001272863;-0.001034038;0.000559062;-0.003313248;0.006788542;0
H60-H95;Warm Male;-0.032325034;0.008465785;-0.25282586;0.09947226;-0.002503091;0.000974325;-0.003723284;0.001206629;-0.021487511;0.005779674;-0.003664981;0.001279969;-0.002033969;0.00055958;-0.017466821;0.006800257;0
H60-H95;Cold All;-0.028244332;0.008122654;-0.13394471;0.05643675;0.003662553;0.001000531;-0.001807519;0.000907102;-0.02351511;0.005552083;-0.003748977;0.000786012;0.00062886;0.000908874;-0.005711474;0.004077161;0
H60-H95;Cold Female;-0.029519022;0.010095111;-0.1037094;0.0702636;0.003435838;0.001244407;-0.002134837;0.001125132;-0.023465821;0.006908195;-0.003679293;0.000980022;0.000385963;0.0011265;-0.01055212;0.00510029;0
H60-H95;Cold Male;-0.026826085;0.01027995;-0.16290707;0.07116798;0.003892806;0.001266059;-0.001467637;0.001147993;-0.023474048;0.007029132;-0.003808249;0.000994447;0.000885646;0.001149946;-0.00101675;0.005112486;0
H60-H95;Age 0-10 All;-0.01387199;0.009010659;-0.10834821;0.07400062;0.003356361;0.001061065;-0.001012046;0.001124966;-0.016167855;0.006110443;-0.003464401;0.001011655;0.000169079;0.00073753;-0.001724451;0.005325921;0
H60-H95;Age 0-10 Female;-0.006627356;0.012451421;-0.02374945;0.10139439;0.003110399;0.001469686;0.000221393;0.00154703;-0.011173497;0.008470592;-0.00282408;0.001400958;0.000686112;0.001020328;0.002438163;0.007339768;0
H60-H95;Age 0-10 Male;-0.01940741;0.01103193;-0.17399772;0.09118354;0.003548587;0.001298351;-0.001956197;0.001381828;-0.019985996;0.007468422;-0.003959518;0.001238316;-0.000224196;0.000901992;-0.004897061;0.006531222;0
H60-H95;Age 11-60 All;-0.03383735;0.006232476;-0.17820987;0.055740136;-0.000889496;0.000735415;-0.00234896;0.000788598;-0.0237796;0.004258145;-0.004012154;0.000751216;-0.001578246;0.000479221;-0.008466087;0.003928371;0
H60-H95;Age 11-60 Female;-0.029285513;0.008128721;-0.12637925;0.07242722;-0.000133921;0.000954847;-0.00225488;0.001027417;-0.020914675;0.005542215;-0.003724108;0.000973633;-0.001175663;0.000626678;-0.011086457;0.005131423;0
H60-H95;Age 11-60 Male;-0.03871393;0.008417091;-0.233706606;0.075389864;-0.001697684;0.000993812;-0.002464717;0.001063322;-0.02685385;0.005765985;-0.00432563;0.001021849;-0.001999515;0.000643586;-0.005797072;0.005279657;0
H60-H95;Age 60+All;-0.01673921;0.01112934;-0.005486919;0.101210119;-0.003179068;0.001322926;-0.001868372;0.001407224;-0.004972078;0.007589453;0.00011216;0.001351558;-0.001280167;0.000853321;-0.014811338;0.007062166;0
H60-H95;Age 60+ Female;-0.01479757;0.01440837;0.0181713;0.1302101;-0.003868815;0.001718235;-0.001362204;0.001814768;-0.002613516;0.009822268;0.000620926;0.001742364;-0.001234336;0.001109173;-0.0163034;0.009188007;0
H60-H95;Age 60+ Male;-0.01925033;0.01680423;-0.03738901;0.15407742;-0.002274848;0.001989857;-0.002553796;0.002135644;-0.008066974;0.011461473;-0.000563828;0.002051929;-0.001342249;0.001281471;-0.01279104;0.01059833;0
H60-H95;All: LAG 1;-0.02011205;0.005058381;-0.1007814;0.04392267;0.000479768;0.000600361;-0.001853126;0.000634671;-0.01439685;0.003442544;-0.002639901;0.000593908;-0.000656846;0.000397504;-0.005622129;0.003149238;1
H60-H95;Female;-0.022159186;0.006468064;-0.07033986;0.05612619;0.000320761;0.000765588;-0.00209591;0.000811504;-0.014831109;0.004401046;-0.00275254;0.000759258;-0.000638644;0.000507535;-0.010381052;0.004040105;1
H60-H95;Male;-0.018106596;0.006514384;-0.13121357;0.05652005;0.000637646;0.000773723;-0.001621614;0.000816719;-0.013952727;0.004435197;-0.002526775;0.000765492;-0.000672979;0.000511743;-0.001003454;0.004034907;1
H60-H95;Warm All;-0.01899402;0.006373721;-0.05560514;0.07444725;-0.002339386;0.000737253;-0.002278874;0.000900133;-0.010019153;0.004347232;-0.001158649;0.000957966;-0.001210543;0.000421594;-0.011562376;0.005137606;1
H60-H95;Warm Female;-0.018763416;0.008417323;0.004757795;0.098206085;-0.002764444;0.000970977;-0.002155003;0.001190703;-0.009001473;0.005736679;-0.000731142;0.001264911;-0.001232488;0.00055517;-0.015355226;0.006824097;1
H60-H95;Warm Male;-0.019296891;0.008394009;-0.11596146;0.09792388;-0.001919715;0.000973563;-0.002415253;0.00118296;-0.011048794;0.005723915;-0.001586178;0.001259353;-0.001189345;0.000556663;-0.007962949;0.006720768;1
