ICD10;AirP;AQHI;SH;CO;SC;O3;SO;PM2.5;SP;AQHIX;SI;NO2;SN;O3H8;S8;SO2;SS;LAG
A00-B99;Warm All;0.008548975;0.005548569;0.06704929;0.0647137;0.000471036;0.000612803;0.000780834;0.000780744;0.004023061;0.003743149;0.001120832;0.000795928;0.00012865;0.000365264;0.005898981;0.004110604;14
A00-B99;Warm Female;0.010940088;0.006886401;0.187448;0.08018437;-9.04146E-05;0.000759274;0.001298195;0.000968281;0.005398732;0.00463821;0.001971077;0.00098534;-7.01245E-05;0.000452455;0.00529446;0.00511718;14
A00-B99;Warm Male;0.005949377;0.007399175;-0.06235846;0.08629017;0.001082;0.000818162;0.000220117;0.001041496;0.00250017;0.004998785;0.000193342;0.001063683;0.000341587;0.000487814;0.006542319;0.005464125;14
A00-B99;Cold All;0.000244845;0.007796063;-0.07967077;0.05724924;-0.001262895;0.000936227;0.000337367;0.000861209;0.001289812;0.005334093;0.00041675;0.000775789;-0.000572103;0.000816079;0.004620427;0.003968427;14
A00-B99;Cold Female;-0.001580454;0.008917179;-0.11400056;0.06573142;-0.000526677;0.00107209;0.000226485;0.000986333;-0.000894153;0.006097525;-5.56999E-05;0.000887345;-0.000226388;0.00093538;0.003881087;0.004567019;14
A00-B99;Cold Male;0.0022068;0.009228243;-0.04285562;0.06748705;-0.002068334;0.001106955;0.000457537;0.001018018;0.003657645;0.006318042;0.000931396;0.000918273;-0.000951572;0.000963906;0.005483562;0.004668148;14
A00-B99;Age 0-10 All;0.019555976;0.007831306;-0.02144222;0.06676452;-0.000558229;0.000898293;0.001534394;0.000958574;0.012507691;0.005312512;0.00252478;0.000880807;0.000100451;0.000637158;0.012015627;0.004563159;14
A00-B99;Age 0-10 Female;0.02589803;0.01046788;0.06169444;0.08890021;-0.000953153;0.001202189;0.002098526;0.001278;0.0142369;0.00710005;0.003400222;0.001172078;-0.000596665;0.000854676;0.010943416;0.006126771;14
A00-B99;Age 0-10 Male;0.01443167;0.00953583;-0.08957178;0.0814684;-0.000244723;0.001091727;0.001079769;0.001169104;0.011151416;0.006468871;0.001806699;0.001076865;0.000668287;0.000772747;0.012929962;0.005535833;14
A00-B99;Age 11-60 All;-0.000348358;0.005546344;-0.05934924;0.04951697;7.30727E-05;0.000632463;-1.15272E-05;0.000686456;0.000191376;0.003752207;-8.99844E-05;0.000644463;0.000152754;0.000431541;0.00071075;0.003324192;14
A00-B99;Age 11-60 Female;-0.000383633;0.006874369;-0.07168479;0.06146715;-4.82354E-05;0.000783662;0.000336477;0.000850158;0.000555468;0.004647175;-0.000187395;0.000797075;0.000356685;0.000536082;-0.000787193;0.004140083;14
A00-B99;Age 11-60 Male;-0.000428751;0.007243611;-0.04524448;0.06456255;0.000213489;0.000826315;-0.000428658;0.000897312;-0.000327401;0.004904651;1.13247E-05;0.000843741;-9.082E-05;0.000562131;0.002431609;0.004317349;14
A00-B99;Age 60+All;0.004094235;0.008475015;0.06352661;0.07672377;-0.001526257;0.000966197;0.000708813;0.001052595;0.003486584;0.005721056;0.0013036;0.000995528;-0.000554566;0.00064997;0.005157113;0.005177378;14
A00-B99;Age 60+ Female;0.002127283;0.010947191;0.02855819;0.09870472;-0.00049261;0.001240868;-3.65714E-06;0.001364171;0.000922219;0.007373759;0.000654942;0.001281242;-0.000498313;0.000838529;0.009785592;0.006659536;14
A00-B99;Age 60+ Male;0.006913276;0.012578142;0.1145097;0.1145205;-0.003042735;0.001446151;0.001719056;0.001554731;0.007152205;0.008516945;0.002246238;0.001485347;-0.00064316;0.000966558;-0.001162307;0.007732908;14
S00-T99;All: LAG 0;0.000754215;0.001896711;-0.01566351;0.01748936;-9.76766E-05;0.00022465;7.98912E-09;0.000240771;0.002039136;0.001298811;0.000202183;0.00023272;0.00028302;0.000143956;0.000338432;0.001209542;0
S00-T99;Female;-0.003093362;0.002484854;-0.065888605;0.022816583;0.000324608;0.000292993;-0.000473013;0.00031521;-0.001104232;0.001700651;-0.000506227;0.000302928;0.000239521;0.000189094;-0.00168348;0.001586859;0
S00-T99;Male;0.003824286;0.002094139;0.02565649;0.0193595;-0.000445623;0.00024898;0.000379643;0.00026601;0.004559765;0.001434201;0.000783875;0.000258073;0.000315243;0.000158749;0.001938368;0.001333794;0
S00-T99;Warm All;-0.002458736;0.001940359;-0.03763856;0.0241794;0.000193644;0.000223145;-0.000101816;0.000274392;-0.001710214;0.001328719;-0.000825432;0.000297782;8.15476E-05;0.000127232;0.001860352;0.0015657;0
S00-T99;Warm Female;-0.005431701;0.002610409;-0.097241637;0.032520553;0.00020484;0.000299072;-0.000642199;0.000369983;-0.003983832;0.001785722;-0.001317036;0.000400444;-8.94823E-05;0.000170865;-0.001046075;0.002124733;0
S00-T99;Warm Male;-0.000123447;0.002345571;0.009583015;0.029226224;0.000185183;0.000270634;0.000322755;0.000330848;7.83511E-05;0.001607295;-0.000441258;0.000360557;0.000217829;0.000153964;0.004083305;0.001878636;0
S00-T99;Cold All;0.002633276;0.003474175;-0.01271602;0.02441097;-0.00027074;0.000436189;-4.64129E-05;0.000387901;0.004402718;0.002388966;0.000426634;0.000342044;0.000824768;0.000385722;-0.001902064;0.001757758;0
S00-T99;Cold Female;-0.002760865;0.004500253;-0.05929333;0.03166017;0.000977872;0.000561027;-0.000501676;0.000502361;-0.000397817;0.003093924;-0.00046067;0.000441706;0.00130778;0.000499837;-0.003527598;0.00228598;0
S00-T99;Cold Male;0.00711061;0.003694555;0.02640689;0.02591314;-0.001355375;0.000465645;0.000329246;0.000412805;0.008433138;0.00253938;0.001182156;0.000364037;0.000406596;0.000410699;-0.000575973;0.001863924;0
S00-T99;Age 0-10 All;0.000205333;0.003830862;0.03241509;0.03602274;-0.00102395;0.00045379;0.001045924;0.000488555;-0.000205473;0.002626499;0.000179765;0.000479151;-0.000204568;0.000287767;-0.000490681;0.002492746;0
S00-T99;Age 0-10 Female;0.00341302;0.005506827;0.06094505;0.0517422;-0.000942542;0.000651877;0.001585628;0.0007026;0.001612388;0.003772036;0.000421178;0.000686971;-1.76019E-05;0.000413595;0.000368781;0.003574789;0
S00-T99;Age 0-10 Male;-0.002142747;0.00478078;0.0116196;0.04500824;-0.001083107;0.000566932;0.000654129;0.000609849;-0.001548517;0.003280032;-2.46763E-07;0.000599134;-0.000341925;0.000359186;-0.001116773;0.003116691;0
S00-T99;Age 11-60 All;0.00167816;0.0020775;-0.02147432;0.01911227;3.73862E-05;0.000246347;2.00599E-05;0.000263523;0.00264296;0.001423759;0.00026775;0.000254903;0.000360153;0.000157878;0.000927133;0.001319076;0
S00-T99;Age 11-60 Female;-0.002814811;0.002887142;-0.082327237;0.026428801;0.000459199;0.000339975;-0.000474498;0.000365817;-0.001079867;0.001977292;-0.000541904;0.000351437;0.0002827;0.000220027;-0.001310282;0.001837269;0
S00-T99;Age 11-60 Male;0.004744054;0.002318623;0.02170307;0.02139625;-0.000259463;0.000276372;0.000361755;0.000294394;0.005186379;0.001589387;0.000835433;0.000285886;0.000410848;0.000176017;0.002428593;0.001469787;0
S00-T99;Age 60+All;-0.002522519;0.003380005;-0.02609039;0.03091818;8.10444E-06;0.000398537;-0.000769957;0.000428673;0.001139762;0.002306512;-4.72468E-05;0.000409845;0.000317802;0.000257105;-0.001443322;0.002161707;0
S00-T99;Age 60+ Female;-0.006892677;0.004033659;-0.07975221;0.03690597;0.000560658;0.000476069;-0.00139271;0.00051139;-0.002501803;0.002754643;-0.000839268;0.000488805;0.000249538;0.000307637;-0.003598391;0.002580411;0
S00-T99;Age 60+ Male;0.004180925;0.004710063;0.05615642;0.04299312;-0.000832606;0.000554521;0.000189006;0.000597859;0.006702425;0.003209463;0.001169425;0.000571191;0.000421434;0.000357137;0.001869525;0.003011433;0
S00-T99;All: LAG 1;0.001634658;0.001956057;0.005771318;0.017982971;-0.000121162;0.0002331;7.15238E-05;0.000247715;0.002864825;0.001335738;0.000330017;0.0002388;0.000353696;0.000148903;0.001058684;0.001256268;1
S00-T99;Female;-0.001738019;0.002513119;-0.03146424;0.02303802;0.000279136;0.000298195;-0.000401991;0.000318286;0.000886694;0.001714906;-0.000273123;0.000304999;0.000482312;0.000191572;0.000159253;0.001617262;1
S00-T99;Male;0.004328051;0.002166186;0.03632898;0.01994175;-0.000450876;0.000259039;0.000452105;0.000274275;0.004438995;0.001480592;0.000824902;0.000265599;0.00024651;0.000164853;0.0017593;0.001389254;1
S00-T99;Warm All;-0.00193255;0.00213011;0.03875805;0.02639723;-0.000132243;0.000247996;-0.000136789;0.000299041;-0.000208006;0.001457836;-0.000301199;0.00032535;0.00010464;0.000140248;-0.000714675;0.001715153;1
S00-T99;Warm Female;-0.005601769;0.002727962;-0.02750283;0.03395607;6.05127E-05;0.000316733;-0.000777839;0.000384174;-0.002007457;0.001866368;-0.001096169;0.000416588;0.000156701;0.00017923;-0.003832129;0.002211601;1
S00-T99;Warm Male;0.000963448;0.002527481;0.091052373;0.031167042;-0.000287678;0.000295023;0.000366769;0.000353749;0.001206678;0.001730546;0.000324805;0.000385804;6.15788E-05;0.000166792;0.001679096;0.002023651;1
S00-T99;Cold All;0.003678233;0.00348594;-0.01850487;0.02438506;0.000229929;0.000435419;4.44808E-05;0.00038947;0.004199015;0.002382263;0.000311164;0.00034085;0.001110613;0.000388077;0.000780992;0.001781272;1
S00-T99;Cold Female;0.000220541;0.00449216;-0.04041457;0.03146222;0.000989457;0.000557061;-0.00032189;0.000501994;0.001575567;0.003067084;-0.000209924;0.000437747;0.001504621;0.000500452;0.001107728;0.002306852;1
S00-T99;Cold Male;0.006523162;0.003737538;-0.000244692;0.026105952;-0.000428148;0.000469403;0.000346891;0.000417499;0.006376198;0.002556371;0.000751973;0.000366284;0.000769917;0.000416456;0.000502126;0.001901797;1
S00-T99;Age 0-10 All;0.001364658;0.003984906;0.02815991;0.03735606;-0.000671182;0.000475425;0.000183678;0.000507743;0.002904465;0.002722933;0.000594023;0.000494396;0.000121887;0.00030034;0.000819881;0.002600248;1
S00-T99;Age 0-10 Female;0.003139132;0.005616291;0.04761266;0.0525028;-0.000521875;0.000668397;0.000627801;0.000716807;0.003910683;0.003828639;0.000588518;0.000694017;0.000354497;0.000422821;0.001586199;0.003662012;1
S00-T99;Age 0-10 Male;5.203E-05;0.004903227;0.0139462;0.04604327;-0.000782748;0.000586148;-0.000138976;0.000623985;0.002166915;0.003356439;0.000596527;0.000610169;-4.64215E-05;0.000369839;0.000247798;0.003200223;1
S00-T99;Age 11-60 All;0.003192748;0.002110901;0.01580042;0.01935013;-0.000136565;0.000251903;0.000233446;0.000267219;0.004154993;0.001442333;0.000531332;0.00025768;0.000460202;0.00016092;0.001514713;0.001350064;1
S00-T99;Age 11-60 Female;-0.000810118;0.002895387;-0.02649793;0.02646448;0.000263102;0.000343432;-0.000363166;0.000366471;0.002151181;0.001977178;-0.000119842;0.000351049;0.000630979;0.000221062;0.000600284;0.001857696;1
S00-T99;Age 11-60 Male;0.005947546;0.002367756;0.04573572;0.02172079;-0.000418024;0.000283767;0.000650326;0.000299686;0.005510139;0.001619494;0.000988374;0.000290345;0.000338817;0.000180489;0.00211576;0.001511079;1
S00-T99;Age 60+All;-0.004118731;0.003416199;-0.04559247;0.03128721;0.00028516;0.000404965;-0.000614833;0.000431701;-0.001987129;0.00232646;-0.000579443;0.000412868;0.000109192;0.000260588;-0.000602316;0.002206586;1
S00-T99;Age 60+ Female;-0.006376652;0.004072139;-0.07800263;0.03723567;0.00067816;0.000482933;-0.000959392;0.000514874;-0.003695149;0.002773624;-0.001040983;0.000491439;0.000169532;0.00031114;-0.001637558;0.002624837;1
S00-T99;Age 60+ Male;-0.000644481;0.00472794;0.004375795;0.043359525;-0.000311363;0.000559902;-8.65946E-05;0.000596969;0.000633682;0.003218509;0.000132113;0.000572508;1.94525E-05;0.000359726;0.000992994;0.00306316;1
S00-T99;All: Lag 2;0.004372855;0.00199612;0.02756846;0.01826049;-0.000235273;0.000238539;0.000336691;0.000252686;0.00433976;0.001360949;0.000739191;0.000242875;0.000299721;0.000152193;0.001739101;0.001273738;2
S00-T99;Female;0.002593456;0.002526834;0.007907864;0.023082526;-3.92674E-05;0.000300576;0.000124649;0.000319627;0.002603118;0.001721474;0.00040789;0.000305747;0.000213797;0.000192968;0.001776276;0.001612363;2
S00-T99;Male;0.005809694;0.002225292;0.04376852;0.02037925;-0.000396782;0.000266855;0.000509209;0.000281819;0.005749446;0.001518447;0.001012944;0.000272027;0.00036859;0.000169442;0.001704219;0.001420006;2
S00-T99;Warm All;-0.000335528;0.002272075;0.03262527;0.02762078;-0.000282588;0.000267026;-4.4452E-05;0.000318718;0.000947448;0.001549044;0.000225712;0.000343101;6.05851E-05;0.000150243;0.000631456;0.001805505;2
S00-T99;Warm Female;-0.003174585;0.002789926;-0.03315688;0.03409596;-0.000296259;0.000326796;-0.000368084;0.000392182;-0.001575933;0.001900964;-0.00030972;0.000421533;-0.000129029;0.000184064;-0.002242963;0.002229825;2
S00-T99;Warm Male;0.001936557;0.002691715;0.084588065;0.032566517;-0.000270825;0.00031739;0.000214227;0.000377024;0.002965846;0.001835478;0.000652451;0.000406193;0.000213137;0.000178319;0.002879564;0.002128657;2
S00-T99;Cold All;0.009599903;0.003539103;0.01949037;0.02471933;-3.99007E-05;0.000437621;0.000588036;0.000394451;0.007712042;0.002420097;0.000836533;0.000345468;0.001127754;0.000392321;0.001783094;0.001797592;2
S00-T99;Cold Female;0.008807414;0.004553216;0.02207485;0.03184606;0.000585059;0.000558923;0.000421392;0.000507422;0.006652103;0.003109024;0.000570461;0.000442983;0.001463538;0.000504498;0.003453952;0.002317347;2
S00-T99;Cold Male;0.010223165;0.003798098;0.01728061;0.02647744;-0.000583068;0.000471692;0.000725621;0.000423007;0.008585439;0.00260109;0.001061874;0.000371585;0.000838574;0.000421248;0.000379148;0.001923615;2
S00-T99;Age 0-10 All;0.003367946;0.004017832;0.01555251;0.03754686;-0.000237873;0.000481826;-4.51706E-05;0.000511954;0.004028944;0.00274113;0.000779223;0.000496682;0.00021004;0.000303894;0.000433209;0.002618592;2
S00-T99;Age 0-10 Female;-0.002305655;0.005642801;-0.001525;0.05253651;-0.000934691;0.000673425;-0.000645991;0.000720305;0.001008556;0.003843268;0.00053139;0.000695356;-0.000266043;0.000426329;-0.004144636;0.003670226;2
S00-T99;Age 0-10 Male;0.007381386;0.004924778;0.02769711;0.04614282;0.000266064;0.000592636;0.000376846;0.000626758;0.006183282;0.003364762;0.000954173;0.000610439;0.000551037;0.000372765;0.003723092;0.00321337;2
S00-T99;Age 11-60 All;0.005710927;0.002153534;0.03801484;0.01964679;-0.000243887;0.000257751;0.000540582;0.000272501;0.005221474;0.001469018;0.000873778;0.00026194;0.000373541;0.000164368;0.001500511;0.001368927;2
S00-T99;Age 11-60 Female;0.005091372;0.002906305;0.02399291;0.02648076;4.22931E-05;0.000345963;0.000444608;0.000367236;0.004108549;0.001981281;0.000622629;0.000351125;0.000354547;0.000222323;0.00272986;0.001848267;2
S00-T99;Age 11-60 Male;0.006133605;0.00243008;0.0480282;0.02218894;-0.000445434;0.000291765;0.000609984;0.000307721;0.00598454;0.00165894;0.00104983;0.000297044;0.000386306;0.000185153;0.000630296;0.001543635;2
S00-T99;Age 60+All;1.60495E-05;0.003420018;-0.003432837;0.031176868;-0.000202611;0.000405514;-0.000168042;0.00043149;0.001240974;0.002328809;0.000213327;0.000412956;8.36387E-05;0.000261116;0.003449777;0.002185222;2
S00-T99;Age 60+ Female;-0.001620717;0.004078287;-0.02890246;0.03714672;0.000153612;0.00048367;-0.000344228;0.000515155;-0.000551107;0.002775154;-0.000203479;0.000491672;7.82496E-05;0.000311654;0.001908821;0.002602452;2
S00-T99;Age 60+ Male;0.00249653;0.004729011;0.03546694;0.04310748;-0.000742001;0.000560472;9.79915E-05;0.000595561;0.003967553;0.003223375;0.000850577;0.000572291;9.18027E-05;0.000360588;0.005813941;0.003028226;2
S00-T99;All: LAG 3;0.003206035;0.002032517;0.01492802;0.01861343;-0.000309334;0.000243782;0.00017862;0.000256789;0.004015733;0.00138794;0.000670458;0.000248266;0.000292452;0.000154939;0.0009377;0.001292303;3
S00-T99;Female;0.002604139;0.002549348;0.000611742;0.023312709;-0.000102658;0.00030472;0.000161992;0.000321441;0.003181588;0.001740422;0.000436874;0.000309841;0.000322268;0.000194806;0.001566969;0.001619744;3
S00-T99;Male;0.00369466;0.002263793;0.0267487;0.02074958;-0.000479477;0.000272234;0.000193025;0.000286447;0.004692613;0.001546691;0.000863813;0.000277694;0.000268155;0.000172247;0.00041917;0.001440097;3
S00-T99;Warm All;-0.000691924;0.002367079;0.02226124;0.02892427;-0.000408856;0.000280286;-0.0002235;0.000331411;0.001540855;0.001616411;0.000371516;0.000358538;9.46313E-05;0.000157015;0.001878221;0.00187685;3
S00-T99;Warm Female;-0.002472278;0.002845733;-0.02993128;0.03489426;-0.000289378;0.000336265;-0.000369295;0.000398707;-0.00038562;0.001943816;-0.00013311;0.000431474;-5.41054E-06;0.00018857;0.001043042;0.002263898;3
S00-T99;Warm Male;0.000744732;0.002791501;0.06360439;0.03399085;-0.000504151;0.000331224;-0.000103991;0.000390693;0.003085953;0.001905462;0.000774751;0.000422342;0.000175479;0.000185331;0.002548075;0.002208103;3
S00-T99;Cold All;0.006501246;0.003548202;0.006766164;0.024794942;-0.000138192;0.00043826;0.000401359;0.000393438;0.005735298;0.00243361;0.000619405;0.000348788;0.000842326;0.000386899;-0.000210378;0.001794054;3
S00-T99;Cold Female;0.006740426;0.004547524;0.007561424;0.031858676;0.000371897;0.000558265;0.000432857;0.000503877;0.005655734;0.003114386;0.000429837;0.000445702;0.001391084;0.000495347;0.001066053;0.002307288;3
S00-T99;Cold Male;0.006240973;0.003806035;0.006109467;0.026528685;-0.000582768;0.000472062;0.000370443;0.000422154;0.005763971;0.002614467;0.000778563;0.000374966;0.000370219;0.000415294;-0.001287878;0.001917445;3
S00-T99;Age 0-10 All;0.000861646;0.00407555;-0.006161993;0.038147762;-0.00015675;0.000489912;-0.00058712;0.000518868;0.003263731;0.002784835;0.000577729;0.000506379;0.000225955;0.000307301;-0.000124558;0.002638058;3
S00-T99;Age 0-10 Female;-0.006988893;0.005672617;-0.06777024;0.05303786;-0.000389916;0.00067951;-0.001492875;0.000723028;-0.002278508;0.003875308;-0.0002146;0.000703405;-0.000313685;0.00042785;-0.004679582;0.003665393;3
S00-T99;Age 0-10 Male;0.006517212;0.004985495;0.03851645;0.04671286;1.05285E-05;0.000601081;6.33048E-05;0.000634385;0.007265943;0.003407266;0.001154878;0.000620475;0.000613245;0.000375874;0.003182202;0.00323108;3
S00-T99;Age 11-60 All;0.003925128;0.002185791;0.01863779;0.01995357;-0.000287117;0.000262532;0.000313076;0.000276027;0.004580926;0.001493148;0.000711194;0.000266881;0.00038391;0.000166767;0.001413816;0.001383869;3
S00-T99;Age 11-60 Female;0.00465432;0.002927135;0.01401785;0.02667966;-8.95872E-05;0.000350185;0.000461255;0.000368538;0.004798903;0.001998652;0.000628604;0.000355133;0.000512046;0.000224026;0.003767466;0.001852102;3
S00-T99;Age 11-60 Male;0.003414715;0.002463189;0.02201116;0.0225102;-0.000426159;0.000296589;0.000210779;0.000311667;0.00441818;0.001684021;0.000768413;0.000302185;0.000294819;0.00018755;-0.000243245;0.001559878;3
S00-T99;Age 60+All;0.00204367;0.003427467;0.01457194;0.0313402;-0.000488816;0.000408497;0.000174146;0.000431404;0.002397719;0.002338772;0.000574224;0.000415342;-3.04934E-06;0.000262203;-0.000155045;0.002188067;3
S00-T99;Age 60+ Female;0.001662909;0.004084658;-0.00396454;0.03731496;-9.56632E-06;0.000486879;0.000132224;0.000514322;0.001497136;0.002787261;0.000222676;0.00049451;0.000135009;0.000312731;-0.001301182;0.002600953;3
S00-T99;Age 60+ Male;0.002604557;0.004730921;0.04263066;0.04325777;-0.001215526;0.000563655;0.000234341;0.000595108;0.003756353;0.003228413;0.001109843;0.000574198;-0.000212106;0.000361408;0.001601568;0.003030578;3
S00-T99;All: LAG 4;-0.000346898;0.00205327;0.003761549;0.018770848;-0.000346088;0.000246957;-0.000105901;0.000258112;0.000954684;0.001401119;0.000215829;0.000251209;1.79203E-05;0.000156011;-0.000238141;0.001291215;4
S00-T99;Female;4.15543E-05;0.002565491;0.002500582;0.023382674;-0.00021213;0.000307663;0.000170576;0.000321735;0.000136633;0.001749977;5.07783E-05;0.000312178;-1.57335E-05;0.000195545;0.000733837;0.001609982;4
S00-T99;Male;-0.000660804;0.002284908;0.004873005;0.020942738;-0.000455657;0.000275497;-0.000331327;0.000287727;0.001619743;0.001559649;0.000352251;0.000280799;4.51881E-05;0.000173167;-0.001039997;0.00143942;4
S00-T99;Warm All;-0.00353988;0.002419863;-0.007537302;0.02959626;-0.000464802;0.000288168;-0.0005812;0.000336906;-0.001201856;0.001645344;-0.000102847;0.000365012;-0.000164094;0.000159986;-0.002703709;0.001912102;4
S00-T99;Warm Female;-0.004554521;0.002903593;-0.01650507;0.03553676;-0.000550399;0.000344685;-0.000571935;0.000404767;-0.002250914;0.001972986;-0.000293524;0.000438036;-0.000258863;0.000191619;-0.002393941;0.002296591;4
S00-T99;Warm Male;-0.002713671;0.002832774;-9.66218E-05;0.03461589;-0.000395157;0.000338203;-0.000583655;0.00039406;-0.000359612;0.001926464;4.98737E-05;0.000427094;-8.77093E-05;0.000187513;-0.002937911;0.002236562;4
S00-T99;Cold All;0.002722539;0.003556771;0.01018019;0.02486317;-0.000267804;0.000440349;0.000299156;0.000392526;0.002991135;0.002451847;0.000282496;0.000352467;0.000561046;0.000386569;0.001157164;0.001775909;4
S00-T99;Cold Female;0.004743549;0.00454596;0.01158473;0.03189017;0.000266684;0.000560935;0.000783368;0.000500843;0.002077868;0.003133606;8.30654E-05;0.000449705;0.000731051;0.00049536;0.00236797;0.002277705;4
S00-T99;Cold Male;0.000978458;0.003818343;0.008930386;0.0266139;-0.000729337;0.00047382;-0.000116285;0.00042183;0.003756054;0.002632542;0.00045211;0.000378924;0.000415601;0.000414222;0.000132467;0.001901044;4
S00-T99;Age 0-10 All;-0.00567952;0.004101277;-0.08093421;0.03834201;0.000134134;0.000493356;-0.001022954;0.00052052;-0.002613606;0.002796722;-0.000570002;0.000509908;-7.14033E-05;0.000307898;-0.004277602;0.002635408;4
S00-T99;Age 0-10 Female;-0.007690188;0.005694132;-0.10208164;0.05326264;0.000295309;0.000684729;-0.000761452;0.000722431;-0.006021207;0.003882218;-0.001173798;0.000706537;-0.000298237;0.000428465;-0.0058974;0.003655745;4
S00-T99;Age 0-10 Male;-0.004198173;0.0050159;-0.06550602;0.04689763;1.80506E-05;0.00060341;-0.001211887;0.000636855;-0.000126155;0.003420067;-0.00012609;0.000624403;9.24803E-05;0.000375852;-0.003084024;0.003225148;4
S00-T99;Age 11-60 All;-1.21477E-05;0.002205205;0.01466107;0.02010004;-0.000433848;0.000265701;-9.50152E-05;0.000277023;0.001524519;0.001505493;0.000324521;0.000269697;4.53118E-05;0.000167772;-0.000152736;0.001380703;4
S00-T99;Age 11-60 Female;0.001629136;0.002946308;0.01997839;0.02676081;-0.000256136;0.00035355;0.000290429;0.000369092;0.00142734;0.002010182;0.000291691;0.000357924;5.10788E-05;0.00022492;0.00169378;0.001839897;4
S00-T99;Age 11-60 Male;-0.001163516;0.002478945;0.01091951;0.02266119;-0.000558522;0.0002996;-0.000364982;0.000311964;0.00158099;0.001693382;0.000345492;0.000304679;4.10108E-05;0.000188165;-0.00146467;0.001555265;4
S00-T99;Age 60+All;0.001793265;0.003436045;0.01533498;0.03128683;-0.00033145;0.000410653;0.000428997;0.000430275;0.001108663;0.002341644;0.00029293;0.0004167;-2.50489E-05;0.000261917;0.00192097;0.002165728;4
S00-T99;Age 60+ Female;-0.000509555;0.00408665;0.002862691;0.037100526;-0.000323875;0.000488857;0.000279616;0.000511334;-0.000381779;0.00278646;-3.61095E-05;0.000495058;-5.45666E-05;0.000312151;0.0011462;0.002569467;4
S00-T99;Age 60+ Male;0.005297192;0.004748279;0.0344861;0.04330474;-0.000342981;0.00056675;0.000655568;0.000595501;0.003374396;0.003233263;0.000797463;0.000576788;1.95226E-05;0.000360809;0.003117205;0.003003851;4
S00-T99;All: LAG 5;-0.001508909;0.002067376;-0.01450633;0.01886451;-9.82725E-05;0.00024895;-0.00028433;0.000259077;0.000179778;0.001410954;-5.0599E-05;0.000252985;9.18778E-05;0.000157031;-0.001375028;0.00128811;5
S00-T99;Female;-0.00077643;0.002576849;-0.0139349;0.0234223;1.96382E-06;0.000309439;-0.000125464;0.000322432;-0.000168676;0.001757656;-6.98337E-05;0.00031346;2.98105E-05;0.000196364;-0.000338579;0.001603046;5
S00-T99;Male;-0.002104276;0.002299859;-0.01493874;0.02106948;-0.000179368;0.000277573;-0.000413163;0.000288571;0.000460256;0.001570349;-3.59205E-05;0.000282821;0.000142183;0.000174228;-0.002231243;0.001435225;5
S00-T99;Warm All;-0.00298942;0.002453487;-0.04154705;0.02989095;-0.000160892;0.000292696;-0.000336965;0.000340996;-0.001079796;0.001666323;-0.000410031;0.000368147;6.60174E-06;0.000162143;-0.000673239;0.001900421;5
S00-T99;Warm Female;-0.004354498;0.002936585;-0.05808857;0.0358445;-0.00026239;0.000349042;-0.000403625;0.000408991;-0.002501139;0.001992438;-0.000625212;0.000440685;-0.00014014;0.000193597;-0.000928291;0.002279023;5
S00-T99;Warm Male;-0.001886267;0.002864495;-0.02827504;0.0348736;-7.81047E-05;0.000342678;-0.000280056;0.000397469;5.85087E-05;0.001946407;-0.000238073;0.000429747;0.000124668;0.000189594;-0.000458924;0.002215025;5
S00-T99;Cold All;-0.001139445;0.003548294;0.000646189;0.024858861;-0.000175829;0.000441252;-0.000283265;0.000390076;0.000771994;0.002452174;6.42522E-05;0.000353707;0.000169169;0.000385311;-0.001844052;0.001773627;5
S00-T99;Cold Female;0.002452439;0.004523647;0.007879951;0.031765621;0.000314615;0.000561805;7.71573E-05;0.000497392;0.001711253;0.00312547;0.000120145;0.000450065;0.000431911;0.000493201;-3.95511E-06;0.002272069;5
S00-T99;Cold Male;-0.004245211;0.003813516;-0.005560318;0.026686854;-0.000599353;0.000474767;-0.000593504;0.000419207;-5.55994E-05;0.002637038;1.36407E-05;0.000380935;-5.58442E-05;0.000412834;-0.003409998;0.001899537;5
S00-T99;Age 0-10 All;-0.003861706;0.00412243;-0.0432751;0.03858928;-0.000333359;0.000497021;-0.000714109;0.000521678;-0.000737066;0.002809329;-9.76651E-05;0.000512208;-7.48609E-05;0.000309546;-0.004846858;0.002626373;5
S00-T99;Age 0-10 Female;-0.00729459;0.005706938;-0.03807116;0.05342801;-0.00057199;0.000688518;-0.00092368;0.000722672;-0.004508515;0.003887072;-0.00044873;0.000707659;-0.000615207;0.000428965;-0.003835167;0.003629445;5
S00-T99;Age 0-10 Male;-0.001356834;0.005037743;-0.04677471;0.04722078;-0.000160509;0.000607068;-0.000559835;0.000637298;0.00200627;0.003433761;0.00015995;0.00062679;0.00031505;0.000377887;-0.005561504;0.003214865;5
S00-T99;Age 11-60 All;-0.00102741;0.002217687;-0.01158233;0.02019132;-6.31615E-05;0.000267716;-0.000212686;0.00027761;0.000612129;0.001513905;-2.54349E-05;0.00027119;0.000169317;0.000168674;-0.000996074;0.001375817;5
S00-T99;Age 11-60 Female;0.001343544;0.002957078;-0.004298905;0.026811015;0.0001168;0.000355687;0.000155608;0.000369427;0.001301467;0.002016664;8.06739E-05;0.000358905;0.000229593;0.000225771;0.000773879;0.001831931;5
